Tienda,Dirección,Ciudad,Estado,latitude,longitude
Olivar Del Conde,"Calle 22 N° 107., Olivar Del Conde",Alvaro Obregón,Distrito Federal,19.3737371,-99.2096475
Exhibimex,"Calle 10 N° 132, San Pedro De Los Pinos",Alvaro Obregón,Distrito Federal,,
Colinas Del Sur,"Av. Santa Lucia S/N, Piloto Adolfo Lopez Mateos",Alvaro Obregón,Distrito Federal,,
Vasco De Quiroga,"Av. Vasco De Quiroga N° 1504, La Mexicana",Alvaro Obregón,Distrito Federal,19.3833041,-99.2350303
Puente Colorado,"Calzada De Las Aguilas N° 1258, Puente Colorado",Alvaro Obregón,Distrito Federal,19.349362,-99.2247247
Camino Antigo A Toluca,"Av. Vasco De Quiroga N° 1742, El Piru 2A Ampliación",Alvaro Obregón,Distrito Federal,19.3833041,-99.2350303
Prohogar,"Av. Central N° 129, Pro-Hogar",Azcapotzalco,Distrito Federal,19.4751347,-99.1487487
Ahuacatitla,"Ahuacatitla N° 11, Azcapotzalco",Azcapotzalco,Distrito Federal,19.485315,-99.1837342
El Rosario,Av. El Rosario No. 1025,Azcapotzalco,Distrito Federal,19.5019406,-99.204598
Las Armas,"Calzada Las Armas N° 61, Ampliacion San Pedro Xalpa",Azcapotzalco,Distrito Federal,,
Tezozomoc,"Av. Tezozomoc N° 220, Pueblo San Bartolo Cahualtongo",Azcapotzalco,Distrito Federal,,
Pasteros,"Ahuhuetes N° 15, Pasteros",Azcapotzalco,Distrito Federal,,
Barrio Los Reyes,"Trebol N° 53, San Marcos",Azcapotzalco,Distrito Federal,19.4864529,-99.1817485
Plaza La Raza,"Vallejo N° 294, San Francisco Xocotitla",Azcapotzalco,Distrito Federal,19.4748761,-99.146587
Cuitlahuac,Av. Cuitláhuac No. 3651,Azcapotzalco,Distrito Federal,,
Rosario,"Av El Rosario 1025, Colonia Tierra Nueva",Azcapotzalco,Distrito Federal,,
Emiliano Zapata,"Calzada De Las Armas Norte N° 577, Providencia",Azcapotzalco,Distrito Federal,,
Santa Bárbara,"San Pablo N° 79, Las Animas",Azcapotzalco,Distrito Federal,,
Las Granjas,"Av. Las Granjas N° 215-A, Jardin Azpetia",Azcapotzalco,Distrito Federal,,
San Juan Bautista,"Federico Gamboa N° 105, San Juan Tihuaca",Azcapotzalco,Distrito Federal,,
Cosmopolita,"Av. Jardin N° 396, Del Gas",Azcapotzalco,Distrito Federal,19.4700986,-99.1592217
Azcapotzalco,Av. Nextengo No. 78,Azcapotzalco,Distrito Federal,,
Azcapotzalco,"Nextengo 78, Colonia Santa Cruz Acayucan",Azcapotzalco,Distrito Federal,19.4735835,-99.1918364
El Rosario,Av . El Rosario 1025,Azcapotzalco,Distrito Federal,19.5019406,-99.204598
La Raza,Av. Paseo De Las Jacarandas 375,Azcapotzalco,Distrito Federal,,
Tlalpan,Calzada Tlalpan No. 1037,Benito Juarez,Distrito Federal,,
Felix Cuevas,Av. San Francisco No. 1621,Benito Juarez,Distrito Federal,19.385175,-99.1739657
Universidad,Av. Universidad No. 936-A,Benito Juarez,Distrito Federal,,
Holbein,"Holbein 230, Colonia Noche Buena",Benito Juarez,Distrito Federal,19.3832261,-99.17672173262221
Parroquia,"Parroquia 1031, Colonia Santa Cruz Atoyac",Benito Juarez,Distrito Federal,19.367894,-99.1636459
Blvd. Delta,Blvd. De La Luz # 3910,Benito Juarez,Distrito Federal,,
Universidad Df,Municipo Libre #450,Benito Juarez,Distrito Federal,,
Portales,"Av. Santa Cruz N° 77, Portales",Benito Juárez,Distrito Federal,,
Xola,"Xola N° 126, Alamos",Benito Juárez,Distrito Federal,19.3954044,-99.1496327
Del Valle,"Xola N° 714, Del Valle",Benito Juárez,Distrito Federal,19.3967933,-99.1632256
Miraflores,"Av. Municipio Libre N° 40, Portales Oriente",Benito Juárez,Distrito Federal,19.3684329,-99.1444755
Niños Héroes De Chapultepec,"Eje Central N° 754, Niños Heroes De Chapultepec",Benito Juárez,Distrito Federal,,
Portales Ii,"Av. Emiliano Zapata N° 181, Portales Norte",Benito Juárez,Distrito Federal,,
Angel Urraza,"Angel Urraza N° 247, Independencia",Benito Juárez,Distrito Federal,19.379682,-99.1500464
,Bolivar #190 Obrera Cuauhtemoc D.F.,Bolivar,Distrito Federal,,
,Anillo Periferico 1911,Cabeza De Juárez,Distrito Federal,,
,Av. Aztecas No. 221,Cantil,Distrito Federal,,
,Av. Centenario # 394,Centenario,Distrito Federal,19.364861,-99.2203662
Lilas,"Paseo De Lilas 92, Bosques De Las Lomas",Ciudad De Mexico,Distrito Federal,,
Gran Sur,"Av Periferico Sur 5550, Colonia Pedregal De Carrasco",Coyoacan,Distrito Federal,,
Copilco,Av. Copilco No. 164,Coyoacan,Distrito Federal,19.338669,-99.1903068
Miramontes,Av. Escuela Naval Militar # 753,Coyoacan,Distrito Federal,,
Periferico Sur,Av. Centro Comercial No. 190,Coyoacan,Distrito Federal,19.3054878,-99.1869314
Taxqueña,"Miguel Angel De Quevedo 175-F, Colonia Oxtopulco",Coyoacan,Distrito Federal,19.3462316,-99.1807881
Santa Úrsula,"Santo Tomas Mz 617 Lt 8 Y 9, Santa Ursula Coapa",Coyoacán,Distrito Federal,,
Popocatepetl,"Xoloc Manz 28 Lote 23 Z1, Adolfo Ruiz Cortines",Coyoacán,Distrito Federal,,
Eje 10,"Av. Pedro Henriquez Ureña N° 430, Pueblo De Los Reyes",Coyoacán,Distrito Federal,,
El Mirador,"Calzada Del Hueso N° 960, El Mirador",Coyoacán,Distrito Federal,,
Buenavista,"Av. Insurgentes Norte 151, Colonia Guerrero",Cuahtemoc,Distrito Federal,,
Zocalo,"Av. 20 De Noviembre 62, Colonia Centro",Cuahtemoc,Distrito Federal,,
Eje Central,"Av. Eje Central 20, Colonia Centro",Cuahutemoc,Distrito Federal,,
Echegaray,Emiliano Zapata No 7,Cuajimalpa De Morelos,Distrito Federal,19.3437633,-99.2704739
Cuajimalpa,Jose Ma. Castorena No. 84,Cuajimalpa De Morelos,Distrito Federal,,
Cuajimalpa,"Jose Maria Castorena 470, Colonia San Jose De Los Cedros",Cuajimalpa De Morelos,Distrito Federal,19.3673485,-99.2882661
Santa Fe,Av. Tamaulipas 3000,Cuajimalpa De Morelos,Distrito Federal,19.3559864,-99.263915
Buenavista,Insurgentes Norte No. 131,Cuauhtemoc,Distrito Federal,19.4657189,-99.1417477
Pino Suarez,"Jose Maria Izazaga N° 1151 Local A-Pb., Centro",Cuauhtémoc,Distrito Federal,,
Eje Central,"Santa Maria La Redonda N° 250., Guerrero",Cuauhtémoc,Distrito Federal,19.447488,-99.1387762
Balderas,"Balderas N° 33,, Centro",Cuauhtémoc,Distrito Federal,,
Guerrero,"Mosqueta N° 174, Guerrero",Cuauhtémoc,Distrito Federal,19.4458449,-99.1504593
Doctores,"Doctor Marquez N° 40, Doctores",Cuauhtémoc,Distrito Federal,19.4109776,-99.1457834
Marte,"Marte N° 106, Guerrero",Cuauhtémoc,Distrito Federal,19.4505172,-99.144278
Fernando Ramirez,"Cinco De Febrero N° 317, Obrera",Cuauhtémoc,Distrito Federal,,
Lagunilla,"Allende N° 45., Centro",Cuauhtémoc,Distrito Federal,19.4382624,-99.1376233
Glorieta Cuitlahuac,"Peralvillo N° 50, Morelos",Cuauhtémoc,Distrito Federal,19.4453779,-99.132681
Dr. Navarro,"Dr. Navarro N° 210, Doctores",Cuauhtémoc,Distrito Federal,,
Los Gallos,"Ricardo Flores Magon N° 523, Santa Ma La Ribera",Cuauhtémoc,Distrito Federal,,
Tolnáhuac,"Calzada Vallejo N° 128, San Simon Tolnahuac",Cuauhtémoc,Distrito Federal,19.4619554,-99.1412154
Peralvillo,"Calzada De Guadalupe N° 136, Peralvillo",Cuauhtémoc,Distrito Federal,19.4570136,-99.1281315
Rivera De San Cosme,"Ribera De San Cosme N° 137, Santa Ma La Ribera",Cuauhtémoc,Distrito Federal,,
,Eje Central Lázaro Cárdenas Niño Perdido N° 303,Doctores,Distrito Federal,,
,Calle Etzatlan N.25 Colonia Popular Rastro Delegación Venustiano Carranza,Etzatlan,Distrito Federal,,
,Venturina #354,Ferrocarril Hidalgo,Distrito Federal,,
San Felipe De Jesús,"Av. León De Los Aldama N° 227, San Felipe De Jesús",Gustavo A Madero,Distrito Federal,,
Gabriel Hernandez,"Cabo Buena Esperanza N° 340, Ampliacion Gabriel Hernandez",Gustavo A Madero,Distrito Federal,19.5035262,-99.1016176
Roberto Esquerra,"Dario Fernandez N°74, Palmatitla",Gustavo A Madero,Distrito Federal,19.5549878,-99.1371505
Plaza San Juan,"Calzada San Juan De Aragon N° 259, San Juan Y Ansar, Granjas Modernas",Gustavo A Madero,Distrito Federal,,
Parque Tepeyac,"Av. Huitzilihuitl N° 247, Santa Isabel Tola",Gustavo A Madero,Distrito Federal,19.4952385,-99.1174513
Santa Rosa,"Calzada Vallejo N° 1801, San Jose De La Escalera",Gustavo A Madero,Distrito Federal,,
Villas De Cuautepec,"Calle 1A Cerrada De Lazaro Cardenas Lote B, Cuautepec De Madero Barrio Bajo",Gustavo A Madero,Distrito Federal,,
Victoria,"Enriqueta N° 144, Bondojito",Gustavo A Madero,Distrito Federal,19.4675345,-99.1070269
Pabellón Lindavista,"Prolongacion Escuadron 201 N° 200, Ticoman",Gustavo A Madero,Distrito Federal,,
Cuautepec Madero,"Av. Juventino Rosas N° 852, Valle De Madero",Gustavo A Madero,Distrito Federal,,
La Patera,"Calzada Vallejo N° 1149 Local 843 Letra 2, La Patera",Gustavo A Madero,Distrito Federal,,
Tepeyac,Calz. De Guadalupe No. 431,Gustavo A Madero,Distrito Federal,,
Poniente 140,"Poniente 140 N° 267, Residencial Vallejo",Gustavo A Madero,Distrito Federal,,
Cuautepec La Pastora,"Av. Juventino Rosas N° 38, Jorge Negrete",Gustavo A Madero,Distrito Federal,,
Centauro Del Norte,"Av. Francisco Villa N° 175, Cuautepec El Alto",Gustavo A Madero,Distrito Federal,,
Cuauhtémoc Centenario,"Av. Centenario N° 1960, Enre Las Calles Cuauhtemoc, Santiago Atzacoalco",Gustavo A Madero,Distrito Federal,,
General Carrera,"Martin Carrera N° 226, Martin Carrera",Gustavo A Madero,Distrito Federal,19.4885582,-99.1073311
Acueducto De Guadalupe,Av. Luis Espinoza No. 160,Gustavo A Madero,Distrito Federal,19.5285034,-99.1561832
Torres Lindavista,Miguel Othon De Mendizabal Ote. 343,Gustavo A Madero,Distrito Federal,,
Tepeyac,"Calzada De Guadalupe 431, Colonia Guadalupe Tepeyac",Gustavo A Madero,Distrito Federal,19.4731096,-99.1216572
Lindavista,"Av. Instituto Politecnico Nacional 1787, Colonia Lindavista",Gustavo A Madero,Distrito Federal,19.4915419,-99.1330994
Eduardo Molina,Calzada San Juan De Aragón No. 516,Gustavo A Madero,Distrito Federal,19.4727409,-99.0873102
Tepeyac,Av. Ferrocarril Hidalgo No. 431,Gustavo A Madero,Distrito Federal,19.4753068,-99.1117193
Torres Lindavista,"Othón De Mendizabal 343, Colonia Nueva Industrial Vallejo",Gustavo A. Madero,Distrito Federal,,
Liq. Acueducto Gpe.,"Av. Luis Espinosa 160, Colonia Acueducto De Madero",Gustavo A. Madero,Distrito Federal,,
,Cerrada El 20 De Agosto De 2010,Insurgentes Norte,Distrito Federal,,
,Guadalupe Victoria No. 1 Tlalpan Centro D.F,Insurgentes Sur,Distrito Federal,,
Calle 6,"Calle 6 N° 350, Pantitlan",Iztacalco,Distrito Federal,19.4170606,-99.0583286
Centeno,"Centeno N° 823, Granjas México",Iztacalco,Distrito Federal,,
Plutarco Elías Calles,"Plutarco Elias Calles N° 397, Santa Anita",Iztacalco,Distrito Federal,,
Av. Guadalupe,"Av. Guadalupe N° 41, Pantitlan",Iztacalco,Distrito Federal,19.415166,-99.064998
Canal De San Juan,"Ignacio Zaragoza N° 1075, Agrícola Oriental",Iztacalco,Distrito Federal,,
Azafrán,"Azucar N° 145, Granjas México",Iztacalco,Distrito Federal,,
Barrio San Pedro,"Andres Molina Enriquez N° 349, Barrio San Pedro",Iztacalco,Distrito Federal,,
Metro Santa Anita,"Congreso De La Unión N° 84, Santa Anita",Iztacalco,Distrito Federal,,
Vergel,"Av. Vergel N° 224, Presidentes De México",Iztapalapa,Distrito Federal,,
Plaza Central,"Av Canal Rio Churubusco 1635, Colonia Central De Abasto",Iztapalapa,Distrito Federal,,
La Ermita,"Calzada Ermita Iztapalapa N° 2771, Santa Cruz Meyehualco",Iztapalapa,Distrito Federal,19.3440112,-99.0333186
Santa Isabel,"Av. Tlahuac N° 250, Santa Isabel Industrial",Iztapalapa,Distrito Federal,19.3437661,-99.1078848
Colonial Iztapalapa,"Calzada Ermita Iztapalapa N° 2320, Constitucion De 1917",Iztapalapa,Distrito Federal,,
Gabriel Gonzalez,"Calzada Ignacio Zaragoza N° 3030, Ampliacion Santa Martha",Iztapalapa,Distrito Federal,,
Guadalupe Victoria,"Guadalupe Victoria N° 115, Santa Cruz Meyehualco",Iztapalapa,Distrito Federal,19.3329184,-99.0441225
Acatitla Norte,"Av. Texcoco N° 1535, Santa Martha Acatitla",Iztapalapa,Distrito Federal,19.3848612,-99.0232325
Nautla,"Av. 11 N° 39, San Juan Xalpa",Iztapalapa,Distrito Federal,,
Plaza Oriente,Av. Canal De Tezontle No. 1520,Iztapalapa,Distrito Federal,19.3825885,-99.0607764
Plan De Ayala,"Jose Maria Morelos Y Pavon N° 27, Santa Maria Aztahuacan",Iztapalapa,Distrito Federal,,
Carrión,"Jeus Maria Carrion N° 35, Santa Martha Acatitla",Iztapalapa,Distrito Federal,,
Hidalgo Monroy,"Luis Hidalgo Monroy N° 573, San Miguel",Iztapalapa,Distrito Federal,,
El Manto,"Prolongacion Mina N°49, El Manto",Iztapalapa,Distrito Federal,,
La Purísima,"Calzada La Viga N° 1150, Apatlaco",Iztapalapa,Distrito Federal,,
Villas Estrella,"Av. 11 N° 32, El Vergel",Iztapalapa,Distrito Federal,19.3164687,-99.0847454
Paraje Zacatepec,"Av. México N° 36, Paraje Zacatepec",Iztapalapa,Distrito Federal,19.3578197,-99.0220885
Sasatras,"Sasatras N° 105, Santiago Acahualtepec",Iztapalapa,Distrito Federal,,
Arneses,"Eje 3 Oriente N° 543, Culhuacan",Iztapalapa,Distrito Federal,,
Xochiquetzal,"Xochiquetzal N° 15, Ricardo Flores Magon Ampliacion",Iztapalapa,Distrito Federal,,
Villas Feliche,"Villa Feliche N° 16, Carlos Hank Gonzalez",Iztapalapa,Distrito Federal,,
Ojito De Agua,"Av. Jalisco N° 15, Santa Maria Aztahuacan",Iztapalapa,Distrito Federal,,
La Hera,"Lucio Banco Mz 19 Lt 2-A, La Hera",Iztapalapa,Distrito Federal,,
San Lorenzo,"Tragafuegos N° 94 Y 96, Barrio San Antonio",Iztapalapa,Distrito Federal,,
Tlahuac,"Av Tláhuac 5662, Colonia San Lorenzo Tezonco",Iztapalapa,Distrito Federal,,
,Av. Ermita Iztapalapa # 875,Iztapalapa,Distrito Federal,,
Plaza Oriente,"Av Canal Del Tezontle 1520, Colonia Alfonso Ortiz Tirado",Iztapalapa,Distrito Federal,,
Margaritas,"Av. Ermita Iztapalapa 2039, Colonia Los Angeles",Iztapalapa,Distrito Federal,,
Calzada Zaragoza,Calzada Ignacio Zaragoza No. 1385,Iztapalapa,Distrito Federal,,
Plaza Oriente,Av. Canal De Tezontle No. 1520,Iztapalapa,Distrito Federal,19.3825885,-99.0607764
,Calz. Ermita Iztapalapa No. 3409,Iztapalapa Norte,Distrito Federal,,
,Calz. La Viga #136 Colonia Lorenzo Boturini Del. Venustiano Carranza D.F.,La Viga,Distrito Federal,,
,Calzada De La Virgen No. 2990 Colonia Uctm Culhuacan,La Virgen,Distrito Federal,,
,Av Tlahuac #4421 Iztapalapa Lomas Estrella 2A Sección,Lomas Estrella,Distrito Federal,19.3209394,-99.0889214
Cerro Del Judío,"Alonso Corona Del Rosal N° 116, El Tanque",Magdalena Contreras,Distrito Federal,,
Plaza De Los Dinamos,"Jose Moreno Salido N° 18, Barranca Seca",Magdalena Contreras,Distrito Federal,19.30542,-99.2433657
,Mariano Escobedo #145 Anahuac Miguel Hidalgo D.F.,Mariano Escobedo,Distrito Federal,19.4452468,-99.1827087
Laguna De Guzman,"Laguna De Guzman N° 108, Anahuac",Miguel Hidalgo,Distrito Federal,,
Lago Michigan,"Golfo De Aden N° 30, Tacuba",Miguel Hidalgo,Distrito Federal,,
Popotla,"Calzada México-Tacuba N° 417, Popotla",Miguel Hidalgo,Distrito Federal,19.451085,-99.1730274
Observatorio,"Av. Observatorio N° 224, Observatorio",Miguel Hidalgo,Distrito Federal,19.4031899,-99.1971715
Mar Mediterráneo,"Mar Mediterraneo N° 68, Tacuba",Miguel Hidalgo,Distrito Federal,,
Panteón Francés,"Calzada Legaria N° 442, Deportiva Pensil",Miguel Hidalgo,Distrito Federal,19.4474487,-99.2064156
Lomas,Boulevard Manuel Avila Camacho No. 491,Miguel Hidalgo,Distrito Federal,,
Toreo,"Blvd. Manuel Avila Camacho 487, Colonia Periodistas",Miguel Hidalgo,Distrito Federal,,
Tacubaya,"Avenida Observatorio 13, Colonia Tacubaya",Miguel Hidalgo,Distrito Federal,19.4038867,-99.1868736
Liq. Tacuba,"Calzada Mexico Tacuba 644, Colonia Tacuba",Miguel Hidalgo,Distrito Federal,19.4597276,-99.1935834
Toreo,Boulevard Manuel Avila Camacho No. 631,Miguel Hidalgo,Distrito Federal,,
Polanco,Ejercito Nacional No. 559,Miguel Hidalgo,Distrito Federal,,
,Av. Observatorio #457,Observatorio,Distrito Federal,19.4031899,-99.1971715
,Calz. I. Zaragoza #1172,Pantitlán,Distrito Federal,,
,Av. Rio Churubusco # 1130,Plaza Churubusco,Distrito Federal,,
,Av. Jose Loreto Favela N. 55,San Juan De Aragón,Distrito Federal,,
,Serapio Rendon #117 San Rafael Cuauhtemoc D.F.,San Rafael,Distrito Federal,,
,Camino Real A Toluca # 644 Colonia Cuevitas Delegación Alvaro Obregon D.F.,Santa Fe,Distrito Federal,,
,Av. Sta Lucia # 185,Santa Lucía,Distrito Federal,,
,Parque Lira #147,Tacubaya,Distrito Federal,19.3996891,-99.1855864
Cuemanco,Cañaverales #222,Tlalpan,Distrito Federal,19.2947128,-99.1159302
Kennedy,"John F. Kennedy Manzana 5, Lote 4, Isidro Favela",Tlalpan,Distrito Federal,,
Miguel Hidalgo,"Cristobal E Y Llamas N° 80, Miguel Hidalgo",Tlalpan,Distrito Federal,,
Héroes De Padierna,"Circuito Ajusto N° 667, Heroes De Padierna",Tlalpan,Distrito Federal,,
Pedregal De San Nicolás,"Tinum N° 388, Pedregal De San Nicolas",Tlalpan,Distrito Federal,,
Los Tulipanes,"Benito Juarez N° 201, Miguel Hidalgo",Tlalpan,Distrito Federal,,
Cedral,"Cerrada Citlali N° 1, Ejidos De San Pedro Martir",Tlalpan,Distrito Federal,,
Picacho Ajusco,"Ramon Almaraz Antes Tres N° 1, Miguel Hidalgo 4A Sección Ampliacion",Tlalpan,Distrito Federal,,
Cuemanco,"Cañaverales 222, Colonia Granjas Coapa",Tlalpan,Distrito Federal,,
Villa Coapa,Av. Canal De Miramontes No. 3520,Tlalpan,Distrito Federal,19.3038356,-99.1246592
Villa Coapa,"Canal De Miramontes 3520, Colonia Villa Coapa",Tlalpan,Distrito Federal,19.3038356,-99.1246592
Acoxpa,Calzada Acoxpa No. 438,Tlalpan,Distrito Federal,19.2917748,-99.1230371
Cuemanco,Cañaverales No.222,Tlalpan,Distrito Federal,19.2947128,-99.1159302
Tlahuac Chalco,"Av. Tlahuac Chalco S/N Mz 4 Lt 86-D, La Habana",Tláhuac,Distrito Federal,,
La Turba,"Canal De La Turba N° 412, Fraccionamiento Paseos De Chalco",Tláhuac,Distrito Federal,,
Juan Bretel,"Juan Bretel N° 2, Miguel Hidalgo",Tláhuac,Distrito Federal,,
Cenicienta,"Cenicienta N° 204, Miguel Hidalgo",Tláhuac,Distrito Federal,19.2917876,-99.0466228
Francisco Jimenez,"Francisco Jimenez N° 190, La Conchita Zapotitlan",Tláhuac,Distrito Federal,19.2880571,-99.0363543
,Av. Tlahuac # 1577 Colonia. Mirasoles,Tulyehualco,Distrito Federal,19.3193637,-99.0799166
Aeropuerto,"Ignacio Zaragoza 288, Colonia Federal",V.Carranza,Distrito Federal,,
Congreso De La Unión,"Alarcon N° 72, Morelos",Venustiano Carranza,Distrito Federal,19.4343339,-99.121215
Ferrocarril De Cintura,"Ferrocarril De Cintura N° 159, Morelos",Venustiano Carranza,Distrito Federal,19.4413805,-99.1212826
Fray Servando,"Fray Servando Teresa De Mier N° 488, Balbuena",Venustiano Carranza,Distrito Federal,,
Corregidora,"Limon N° 35, Centro",Venustiano Carranza,Distrito Federal,19.4317676,-99.1238862
Platino,"Santa Rosa N° 4, Valle Gomez",Venustiano Carranza,Distrito Federal,,
Iztaccihuatl,"Oriente 158 N° 54, Moctezuma 2A Sección",Venustiano Carranza,Distrito Federal,19.4277901,-99.1011815
Eje 1 Norte,"Oriente 140 N° 164, Moctezuma 2A Sección",Venustiano Carranza,Distrito Federal,19.4342822,-99.1033725
Romero Rubio Egipto,"Egipto N°46, Romero Rubio",Venustiano Carranza,Distrito Federal,19.4401817,-99.1002934
Troncoso,"Eje 3 Poniente Francisco Del Paso Y Troncoso N° 24, Jardin Balbuena",Venustiano Carranza,Distrito Federal,,
Aeropuerto,Calzada Ignacio Zaragoza No. 58,Venustiano Carranza,Distrito Federal,19.4214341,-99.0997095
Balbuena,Fray Servando Teresa De Mier No. 881,Venustiano Carranza,Distrito Federal,,
,Av. Canal De Miramontes No. 7620,Villa Coapa,Distrito Federal,19.2973896,-99.1251336
Pedro Ramírez,"Pedro Ramirez Del Castillo No. 11, Barrio San Pedro",Xochimilco,Distrito Federal,,
Nativitas,"Carretera Nueva Xochimilco-Tulyehualco N° 206,",Xochimilco,Distrito Federal,19.2478346,-99.0908088
Barrio La Guadalupita,"Av. Aquiles Erdan N° 282, Barrio Laguadalupita",Xochimilco,Distrito Federal,,
La Cebada Xochimilco,"Av. Prolongación División Del Norte N° 4942, San Lorenzo La Cebada",Xochimilco,Distrito Federal,,
,Prolongación Division Del Norte 5333 Colonia Potrero De San Bernardino,Xochimilco,Distrito Federal,19.2591697,-99.111521
,Calzada Ignacio Zaragoza No. 1527,Zaragoza,Distrito Federal,,
,Av. Ermita Iztapalapa No.2001,Ángeles Iztapalapa,Distrito Federal,,
,José Rebollo Acosta S/N,Central Gomez Palacios,Durango,,
Durango,Av. Felipe Pescador No. 1101,Durango,Durango,,
"Durango Ii ""El Eden""",Blvd. Durango No. 100,Durango,Durango,24.0112169,-104.6689907
Francisco Villa,Blvd. Francisco Villa # 4510,Durango,Durango,25.1805905,-104.5556047
Durango,"Boulevard Felipe Pescador 1001 -Int B, Colonia Centro",Durango,Durango,,
,Prol. Pino Suarez 3616,Durango,Durango,25.5345259,-103.5420222
Durango,Blvd. Felipe Pescador 1401 De Zona Centro,Durango,Durango,24.035408,-104.6588127
El Eden,Blvd. Durango # 102. Fraccionamiento. El Eden,Durango,Durango,,
Guadalupe Victoria,Calz. José Ramón Valdez S/N Centro Guadalupe Victoria,Guadalupe Victoria,Durango,,
,Boulevard Miguel Alemán No. 1207 Norte,Lerdo,Durango,,
Villa Jardin,Blvd. Miguel Alemán 1060,Lerdo,Durango,25.5534731,-103.5083845
Nuevo Ideal,Miguel Hidalgo No 602,Nuevo Ideal,Durango,,
Villa Union Poanas,Calle Hidalgo No. 197,Poanas,Durango,23.990196,-104.0193046
,Boulevard Ejercito Mexicano No. 440,Rincón San Antonio,Durango,,
Santiago Papasquiaro,Morelos No. 201,Santiago Papasquiaro,Durango,25.0326846,-105.4101226
Vicente Guerrero,Blvd. Vicente Guerrero No. 1001 Centro,Vicente Guerrero,Durango,,
Melchor Ocampo,"Aquiles Serdan Mz 101 Lt 12 S/N, Melchor Ocampo",,Estado De México,,
,Av. 1 Mayo Y Rio Hondo #200,1° De Mayo,Estado De México,,
Acambay,Carretera Panamericana No. 72,Acambay,Estado De México,19.9637994,-99.9818757
,Carretera Libre México-Pirámides Km. 37,Acolman,Estado De México,,
Real Del Valle,"Boulevard Del Lago Manzana 256 Lote 8, Real Del Valle",Acolman,Estado De México,,
,Av. Benito Juarez S/N Colonia Centro,Almoloya,Estado De México,,
Rancho San Juan,Carretera Libre Toluca Ixtlahuaca S/N,Almoloya De Juarez,Estado De México,,
Tlalcilalcalpan,Carretera Toluca - Valle De Bravo S/N,Almoloya De Juarez,Estado De México,,
,Maria Del Refugio Alexandre Tarello No. 528,Alpinismo,Estado De México,,
